frame,processing_ms,deadline_ms,deadline_missed
0,1.669611,10.000000,0
1,1.721426,10.000000,0
2,5.083611,10.000000,0
3,1.812554,10.000000,0
4,1.741740,10.000000,0
5,1.682260,10.000000,0
6,1.731703,10.000000,0
7,1.681907,10.000000,0
8,1.673871,10.000000,0
9,1.720870,10.000000,0
10,1.671907,10.000000,0
11,1.728407,10.000000,0
12,1.669945,10.000000,0
13,1.798277,10.000000,0
14,1.685407,10.000000,0
15,1.665019,10.000000,0
16,1.722333,10.000000,0
17,1.666427,10.000000,0
18,1.736184,10.000000,0
19,1.677111,10.000000,0
20,5.388052,10.000000,0
21,1.857794,10.000000,0
22,1.684167,10.000000,0
23,1.718407,10.000000,0
24,1.674852,10.000000,0
25,1.739518,10.000000,0
26,1.660704,10.000000,0
27,1.668241,10.000000,0
28,1.723833,10.000000,0
29,1.661259,10.000000,0
30,1.763295,10.000000,0
31,1.662389,10.000000,0
32,1.718574,10.000000,0
33,1.664982,10.000000,0
34,1.664408,10.000000,0
35,1.714000,10.000000,0
36,1.674259,10.000000,0
37,1.726981,10.000000,0
38,1.672778,10.000000,0
39,1.758703,10.000000,0
40,1.669112,10.000000,0
41,1.671889,10.000000,0
42,1.727129,10.000000,0
43,1.667759,10.000000,0
44,1.753999,10.000000,0
45,1.658963,10.000000,0
46,1.724481,10.000000,0
47,1.663463,10.000000,0
48,1.669649,10.000000,0
49,1.755222,10.000000,0
50,1.671833,10.000000,0
51,1.742148,10.000000,0
52,1.677130,10.000000,0
53,1.721185,10.000000,0
54,5.064833,10.000000,0
55,5.183369,10.000000,0
56,5.178906,10.000000,0
57,1.844684,10.000000,0
58,1.679611,10.000000,0
59,1.723222,10.000000,0
60,1.671723,10.000000,0
61,1.812906,10.000000,0
62,1.661408,10.000000,0
63,1.662167,10.000000,0
64,1.746944,10.000000,0
65,1.667981,10.000000,0
66,5.068630,10.000000,0
67,5.259591,10.000000,0
68,5.210906,10.000000,0
69,5.151795,10.000000,0
70,5.280609,10.000000,0
71,5.238906,10.000000,0
72,5.125425,10.000000,0
73,5.274479,10.000000,0
74,5.223647,10.000000,0
75,5.149351,10.000000,0
76,5.194962,10.000000,0
77,5.196276,10.000000,0
78,5.142444,10.000000,0
79,5.140166,10.000000,0
80,5.268683,10.000000,0
81,5.147907,10.000000,0
82,5.210498,10.000000,0
83,5.301145,10.000000,0
84,5.150055,10.000000,0
85,5.144685,10.000000,0
86,5.179221,10.000000,0
87,5.171536,10.000000,0
88,5.153091,10.000000,0
89,5.170184,10.000000,0
90,5.276072,10.000000,0
91,5.235961,10.000000,0
92,5.139648,10.000000,0
93,5.217980,10.000000,0
94,5.125092,10.000000,0
95,5.255276,10.000000,0
96,5.204091,10.000000,0
97,5.138333,10.000000,0
98,5.220906,10.000000,0
99,5.217517,10.000000,0
100,5.248053,10.000000,0
101,5.214924,10.000000,0
102,5.200369,10.000000,0
103,5.198943,10.000000,0
104,5.138962,10.000000,0
105,5.180684,10.000000,0
106,5.182480,10.000000,0
107,5.222313,10.000000,0
108,5.174814,10.000000,0
109,5.144388,10.000000,0
110,5.197221,10.000000,0
111,5.199109,10.000000,0
112,5.116277,10.000000,0
113,5.255146,10.000000,0
114,5.136222,10.000000,0
115,5.143944,10.000000,0
116,5.201276,10.000000,0
117,5.206517,10.000000,0
118,5.121055,10.000000,0
119,5.129870,10.000000,0
120,5.295997,10.000000,0
121,5.235331,10.000000,0
122,5.231776,10.000000,0
123,5.210684,10.000000,0
124,5.200573,10.000000,0
125,5.172110,10.000000,0
126,5.185925,10.000000,0
127,5.163684,10.000000,0
128,5.094722,10.000000,0
129,5.226702,10.000000,0
130,5.357793,10.000000,0
131,5.179184,10.000000,0
132,5.145370,10.000000,0
133,5.268480,10.000000,0
134,5.257980,10.000000,0
135,5.163777,10.000000,0
136,5.292868,10.000000,0
137,5.180276,10.000000,0
138,5.239424,10.000000,0
139,5.263146,10.000000,0
140,5.204517,10.000000,0
141,5.231739,10.000000,0
142,1.879943,10.000000,0
143,1.663278,10.000000,0
144,1.685370,10.000000,0
145,1.741740,10.000000,0
146,1.670963,10.000000,0
147,1.757517,10.000000,0
148,1.669203,10.000000,0
149,1.719592,10.000000,0
150,1.664334,10.000000,0
151,1.661241,10.000000,0
152,1.730388,10.000000,0
153,1.662315,10.000000,0
154,1.732092,10.000000,0
155,1.667018,10.000000,0
156,1.766184,10.000000,0
157,5.022260,10.000000,0
158,5.172924,10.000000,0
159,1.877201,10.000000,0
160,1.667500,10.000000,0
161,1.658908,10.000000,0
162,1.744278,10.000000,0
163,1.661981,10.000000,0
164,1.723426,10.000000,0
165,1.657019,10.000000,0
166,1.728240,10.000000,0
167,1.651297,10.000000,0
168,1.657685,10.000000,0
169,1.712037,10.000000,0
170,1.660667,10.000000,0
171,1.720981,10.000000,0
172,1.668352,10.000000,0
173,1.718444,10.000000,0
174,1.648815,10.000000,0
175,1.662075,10.000000,0
176,1.715685,10.000000,0
177,1.669704,10.000000,0
178,1.730148,10.000000,0
179,1.662315,10.000000,0
180,1.700148,10.000000,0
181,1.664464,10.000000,0
182,1.672241,10.000000,0
183,1.737277,10.000000,0
184,1.661223,10.000000,0
185,1.714741,10.000000,0
186,1.659519,10.000000,0
187,1.675796,10.000000,0
188,1.701704,10.000000,0
189,1.658778,10.000000,0
190,1.719758,10.000000,0
191,1.664852,10.000000,0
192,1.721555,10.000000,0
193,1.663889,10.000000,0
194,1.658685,10.000000,0
195,1.711593,10.000000,0
196,1.659093,10.000000,0
197,1.723796,10.000000,0
198,1.661223,10.000000,0
199,1.714815,10.000000,0
200,1.662185,10.000000,0
201,1.659074,10.000000,0
202,1.713519,10.000000,0
203,1.653463,10.000000,0
204,1.727130,10.000000,0
205,1.658001,10.000000,0
206,1.663889,10.000000,0
207,1.708389,10.000000,0
208,1.653130,10.000000,0
209,1.713203,10.000000,0
210,1.668222,10.000000,0
211,1.734203,10.000000,0
212,1.670871,10.000000,0
213,1.659927,10.000000,0
214,1.710648,10.000000,0
215,1.653519,10.000000,0
216,1.742147,10.000000,0
217,1.667426,10.000000,0
218,1.719629,10.000000,0
219,1.659796,10.000000,0
220,1.667315,10.000000,0
221,1.724147,10.000000,0
222,1.662037,10.000000,0
223,1.724129,10.000000,0
224,1.665870,10.000000,0
225,1.724926,10.000000,0
226,1.665074,10.000000,0
227,1.663518,10.000000,0
228,1.715925,10.000000,0
229,1.662463,10.000000,0
230,1.732500,10.000000,0
231,1.684722,10.000000,0
232,1.691815,10.000000,0
233,1.674593,10.000000,0
234,1.664926,10.000000,0
235,1.715037,10.000000,0
236,1.660427,10.000000,0
237,1.731740,10.000000,0
238,1.661815,10.000000,0
239,1.655427,10.000000,0
240,1.720870,10.000000,0
241,1.662630,10.000000,0
242,1.714444,10.000000,0
243,1.667333,10.000000,0
244,1.726833,10.000000,0
245,1.662760,10.000000,0
246,1.658019,10.000000,0
247,1.707407,10.000000,0
248,1.656981,10.000000,0
249,1.722445,10.000000,0
250,1.668889,10.000000,0
251,1.730018,10.000000,0
252,1.654982,10.000000,0
253,1.658297,10.000000,0
254,1.712870,10.000000,0
255,1.658778,10.000000,0
256,5.010501,10.000000,0
257,1.840980,10.000000,0
258,1.663593,10.000000,0
259,1.707871,10.000000,0
260,1.668815,10.000000,0
261,1.731037,10.000000,0
262,1.666315,10.000000,0
263,1.668852,10.000000,0
264,1.726296,10.000000,0
265,1.663686,10.000000,0
266,1.724000,10.000000,0
267,1.669575,10.000000,0
268,1.739352,10.000000,0
269,1.667445,10.000000,0
270,1.664593,10.000000,0
271,1.709852,10.000000,0
272,1.660056,10.000000,0
273,1.722962,10.000000,0
274,1.667371,10.000000,0
275,1.746999,10.000000,0
276,1.677889,10.000000,0
277,1.662945,10.000000,0
278,1.719463,10.000000,0
279,1.662389,10.000000,0
280,1.726111,10.000000,0
281,1.659612,10.000000,0
282,1.709203,10.000000,0
283,1.656778,10.000000,0
284,1.663555,10.000000,0
285,1.718074,10.000000,0
286,1.665167,10.000000,0
287,1.721759,10.000000,0
288,1.651112,10.000000,0
289,1.710352,10.000000,0
290,1.668871,10.000000,0
291,1.664704,10.000000,0
292,1.869461,10.000000,0
293,2.059773,10.000000,0
294,2.011775,10.000000,0
295,2.019940,10.000000,0
296,2.020386,10.000000,0
297,2.002830,10.000000,0
298,2.177532,10.000000,0
299,1.812461,10.000000,0
300,1.751851,10.000000,0
301,1.672741,10.000000,0
302,1.747277,10.000000,0
303,1.809720,10.000000,0
304,1.725259,10.000000,0
305,1.674908,10.000000,0
306,1.652111,10.000000,0
307,1.732018,10.000000,0
308,1.668241,10.000000,0
309,1.765518,10.000000,0
310,1.655352,10.000000,0
311,1.699463,10.000000,0
312,1.670667,10.000000,0
313,1.669111,10.000000,0
314,1.737666,10.000000,0
315,1.671704,10.000000,0
316,1.730389,10.000000,0
317,1.664167,10.000000,0
318,1.670000,10.000000,0
319,1.714445,10.000000,0
320,1.662538,10.000000,0
321,1.736537,10.000000,0
322,1.661834,10.000000,0
323,1.746740,10.000000,0
324,1.666778,10.000000,0
325,1.669555,10.000000,0
326,1.720573,10.000000,0
