frame,processing_ms,deadline_ms,deadline_missed
0,5.241405,10.000000,0
1,5.163386,10.000000,0
2,5.259849,10.000000,0
3,5.140015,10.000000,0
4,5.156534,10.000000,0
5,5.212108,10.000000,0
6,5.199830,10.000000,0
7,5.214645,10.000000,0
8,5.196442,10.000000,0
9,5.169312,10.000000,0
10,5.170775,10.000000,0
11,5.123126,10.000000,0
12,5.240460,10.000000,0
13,5.204275,10.000000,0
14,5.222089,10.000000,0
15,5.194348,10.000000,0
16,8.078950,10.000000,0
17,7.650763,10.000000,0
18,7.583449,10.000000,0
19,7.471337,10.000000,0
20,8.259506,10.000000,0
21,8.902230,10.000000,0
22,8.149802,10.000000,0
23,5.233219,10.000000,0
24,5.205423,10.000000,0
25,5.237145,10.000000,0
26,5.159034,10.000000,0
27,5.280294,10.000000,0
28,5.276108,10.000000,0
29,5.258348,10.000000,0
30,5.163367,10.000000,0
31,5.193849,10.000000,0
32,5.210849,10.000000,0
33,5.214627,10.000000,0
34,5.176849,10.000000,0
35,5.193071,10.000000,0
36,5.192089,10.000000,0
37,5.191330,10.000000,0
38,5.214608,10.000000,0
39,5.117108,10.000000,0
40,5.118886,10.000000,0
41,5.169071,10.000000,0
42,5.257404,10.000000,0
43,5.287608,10.000000,0
44,5.216997,10.000000,0
45,5.196775,10.000000,0
46,5.124923,10.000000,0
47,5.238071,10.000000,0
48,5.272275,10.000000,0
49,5.239831,10.000000,0
50,5.126960,10.000000,0
51,5.180423,10.000000,0
52,5.210405,10.000000,0
53,5.157275,10.000000,0
54,5.166164,10.000000,0
55,5.218812,10.000000,0
56,5.191645,10.000000,0
57,5.204700,10.000000,0
58,5.250349,10.000000,0
59,5.225737,10.000000,0
60,5.198978,10.000000,0
61,5.240775,10.000000,0
62,5.173256,10.000000,0
63,5.138812,10.000000,0
64,5.133664,10.000000,0
65,5.226664,10.000000,0
66,5.233497,10.000000,0
67,5.122015,10.000000,0
68,5.190663,10.000000,0
69,5.218534,10.000000,0
70,5.193923,10.000000,0
71,5.168997,10.000000,0
72,5.270682,10.000000,0
73,5.207331,10.000000,0
74,5.191219,10.000000,0
75,5.248256,10.000000,0
76,5.136367,10.000000,0
77,5.134330,10.000000,0
78,5.241109,10.000000,0
79,5.183330,10.000000,0
80,5.123404,10.000000,0
81,5.220423,10.000000,0
82,5.256701,10.000000,0
83,5.210386,10.000000,0
84,5.278534,10.000000,0
85,5.204163,10.000000,0
86,5.184311,10.000000,0
87,5.184145,10.000000,0
88,5.256608,10.000000,0
89,5.198386,10.000000,0
90,5.169016,10.000000,0
91,5.210886,10.000000,0
92,5.665295,10.000000,0
93,5.160256,10.000000,0
94,5.263127,10.000000,0
95,5.180775,10.000000,0
96,5.232904,10.000000,0
97,5.163867,10.000000,0
98,5.192071,10.000000,0
99,5.177034,10.000000,0
100,5.185812,10.000000,0
101,5.254331,10.000000,0
102,5.244071,10.000000,0
103,5.138441,10.000000,0
104,5.232960,10.000000,0
105,5.200052,10.000000,0
106,5.160052,10.000000,0
107,5.610590,10.000000,0
108,5.198349,10.000000,0
109,5.653257,10.000000,0
110,5.465016,10.000000,0
111,5.250404,10.000000,0
112,5.184386,10.000000,0
113,5.266108,10.000000,0
114,5.213275,10.000000,0
115,5.176626,10.000000,0
116,5.246997,10.000000,0
117,5.238016,10.000000,0
118,5.302256,10.000000,0
119,5.182257,10.000000,0
120,5.251849,10.000000,0
121,5.156016,10.000000,0
122,5.291701,10.000000,0
123,5.256775,10.000000,0
124,5.205182,10.000000,0
125,5.195756,10.000000,0
126,5.340775,10.000000,0
127,5.222534,10.000000,0
128,5.182515,10.000000,0
129,5.215256,10.000000,0
130,5.167608,10.000000,0
131,5.187812,10.000000,0
132,5.158219,10.000000,0
133,5.221997,10.000000,0
134,5.182034,10.000000,0
135,5.201941,10.000000,0
136,5.286423,10.000000,0
137,5.270127,10.000000,0
138,5.185071,10.000000,0
139,5.242923,10.000000,0
140,5.212312,10.000000,0
141,5.170867,10.000000,0
142,5.191886,10.000000,0
143,5.252405,10.000000,0
144,5.178257,10.000000,0
145,5.171719,10.000000,0
146,5.150978,10.000000,0
147,5.229367,10.000000,0
148,5.300608,10.000000,0
149,5.222164,10.000000,0
150,5.147404,10.000000,0
151,5.166608,10.000000,0
152,5.199275,10.000000,0
153,5.352534,10.000000,0
154,5.251978,10.000000,0
155,5.212552,10.000000,0
156,5.239608,10.000000,0
157,5.185257,10.000000,0
158,5.140645,10.000000,0
159,5.262330,10.000000,0
160,5.186793,10.000000,0
161,5.252609,10.000000,0
162,5.271608,10.000000,0
163,5.203404,10.000000,0
164,5.179868,10.000000,0
165,5.169626,10.000000,0
166,5.340220,10.000000,0
167,5.194534,10.000000,0
168,5.191830,10.000000,0
169,5.158423,10.000000,0
170,5.235145,10.000000,0
171,5.204589,10.000000,0
172,5.193201,10.000000,0
173,5.229349,10.000000,0
174,5.184182,10.000000,0
175,5.363701,10.000000,0
176,5.238146,10.000000,0
177,5.208034,10.000000,0
178,5.201108,10.000000,0
179,5.287331,10.000000,0
180,5.180126,10.000000,0
181,5.139811,10.000000,0
182,5.251942,10.000000,0
183,5.197145,10.000000,0
184,5.289293,10.000000,0
185,5.245034,10.000000,0
186,5.178256,10.000000,0
187,5.328479,10.000000,0
188,5.187516,10.000000,0
189,5.193626,10.000000,0
190,5.321719,10.000000,0
191,5.169515,10.000000,0
192,5.243923,10.000000,0
193,5.240775,10.000000,0
194,5.235664,10.000000,0
195,5.288683,10.000000,0
196,5.246830,10.000000,0
197,5.142571,10.000000,0
198,5.242423,10.000000,0
199,5.232756,10.000000,0
200,5.152737,10.000000,0
201,5.282793,10.000000,0
202,5.176737,10.000000,0
203,5.238423,10.000000,0
204,5.146885,10.000000,0
205,5.245589,10.000000,0
206,5.082589,10.000000,0
207,5.243294,10.000000,0
208,5.234016,10.000000,0
209,5.199793,10.000000,0
210,5.243497,10.000000,0
211,5.233404,10.000000,0
212,5.279589,10.000000,0
213,5.353220,10.000000,0
214,5.248886,10.000000,0
215,5.129812,10.000000,0
216,5.130200,10.000000,0
217,5.232923,10.000000,0
218,5.191701,10.000000,0
219,5.137904,10.000000,0
220,5.177830,10.000000,0
221,5.204774,10.000000,0
222,5.238885,10.000000,0
223,5.217422,10.000000,0
224,5.218108,10.000000,0
225,5.229960,10.000000,0
226,5.330145,10.000000,0
227,5.255960,10.000000,0
228,5.263886,10.000000,0
229,5.218904,10.000000,0
230,5.177219,10.000000,0
231,5.271905,10.000000,0
232,5.230794,10.000000,0
233,5.138330,10.000000,0
234,5.245683,10.000000,0
235,5.224163,10.000000,0
236,5.182015,10.000000,0
237,5.263719,10.000000,0
238,5.134460,10.000000,0
239,5.226590,10.000000,0
240,5.221201,10.000000,0
241,5.230034,10.000000,0
242,5.146589,10.000000,0
243,5.204368,10.000000,0
244,5.225756,10.000000,0
245,5.205163,10.000000,0
246,5.178311,10.000000,0
247,5.218923,10.000000,0
248,5.182386,10.000000,0
249,5.242441,10.000000,0
250,5.258146,10.000000,0
251,5.250146,10.000000,0
252,5.242867,10.000000,0
253,5.257849,10.000000,0
254,5.302072,10.000000,0
255,5.117218,10.000000,0
256,5.211237,10.000000,0
257,5.209941,10.000000,0
258,5.258367,10.000000,0
259,5.161441,10.000000,0
260,5.245942,10.000000,0
261,5.167144,10.000000,0
262,5.237201,10.000000,0
263,5.167256,10.000000,0
264,5.245368,10.000000,0
265,5.135663,10.000000,0
266,5.177627,10.000000,0
267,5.209108,10.000000,0
268,5.178552,10.000000,0
269,5.235163,10.000000,0
270,5.277386,10.000000,0
271,5.204645,10.000000,0
272,5.224478,10.000000,0
273,5.202404,10.000000,0
274,5.273756,10.000000,0
275,5.147442,10.000000,0
276,5.191367,10.000000,0
277,5.272201,10.000000,0
278,5.118534,10.000000,0
279,5.233423,10.000000,0
280,5.219442,10.000000,0
281,5.218701,10.000000,0
282,5.190164,10.000000,0
283,5.673739,10.000000,0
284,5.163053,10.000000,0
285,5.200571,10.000000,0
286,5.272516,10.000000,0
287,5.138200,10.000000,0
288,5.146645,10.000000,0
289,5.168849,10.000000,0
290,5.244905,10.000000,0
291,5.179812,10.000000,0
292,5.172348,10.000000,0
293,5.214294,10.000000,0
294,5.195553,10.000000,0
295,5.162738,10.000000,0
296,5.247127,10.000000,0
297,5.191571,10.000000,0
298,5.513368,10.000000,0
299,5.237053,10.000000,0
300,5.246663,10.000000,0
301,5.763128,10.000000,0
302,5.263237,10.000000,0
303,5.177904,10.000000,0
304,5.263960,10.000000,0
305,5.319126,10.000000,0
306,5.138256,10.000000,0
307,5.242275,10.000000,0
308,5.177145,10.000000,0
309,5.352534,10.000000,0
310,5.214368,10.000000,0
311,5.184441,10.000000,0
312,5.325423,10.000000,0
313,5.141015,10.000000,0
314,5.223905,10.000000,0
315,5.279090,10.000000,0
316,5.209701,10.000000,0
317,5.151534,10.000000,0
318,5.317127,10.000000,0
319,5.134404,10.000000,0
320,5.138848,10.000000,0
321,5.126996,10.000000,0
322,5.335812,10.000000,0
323,5.107052,10.000000,0
